StrainID,Coverage,Assembly,Hybrid,NcontigsLonger0bp,NcontigsLonger1000bp,NcontigsLonger5000bp,NcontigsLonger10000bp,NcontigsLonger25000bp,NcontigsLonger50000bp,TotalLengthContigAbove0,TotalLengthContigAbove1000,TotalLengthContigAbove5000,TotalLengthContigAbove10000,TotalLengthContigAbove25000,TotalLengthContigAbove50000,Ncontigs,LargestContig,TotalLength,ReferenceLength,GC,ReferenceGC,N50,NG50,N75,NG75,L50,LG50,L75,LG75,Nmisassemblies,NmisassembledContigs,MisassembledContigsLength,LocalMisassemblies,NunalignedContigs,UnalignedLength,GenomeFraction,DuplicationRatio,NsPer100kbp,NmismatchesPer100kbp,NindelsPer100kbp,LargestAlignment,TotalAlignedLength,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
9149,98,F23197,1,135,68,48,44,41,29,6282026,6254496,6206312,6184020,6131775,5682710,82,748745,6264666,6535112,66.56,66.21,229832,229832,122204,90545,9,9,17,19,33,22,4423195,39,2 + 7 part,57025,92.418,1.028,0,505.51,11.81,374911,6045514,135920,126489,69851,59600,15,16,32,35
9149,98,F30658,1,132,66,46,42,39,28,6281960,6254800,6206616,6184324,6132079,5713309,80,779067,6264970,7273258,66.56,65.76,270585,229910,131950,70992,8,10,16,24,51,19,4000122,43,0 + 10 part,53782,83.031,1.029,0,490.75,11.29,370215,6044672,119070,102690,69883,34338,17,21,34,50
9149,98,F63912,1,135,68,48,43,40,28,6282169,6254635,6206451,6176142,6123897,5651046,82,641477,6264805,6641519,66.56,66.23,271194,270574,107262,90162,8,9,16,19,39,18,4548214,41,10 + 11 part,83450,89.987,1.034,0,476.33,10.64,362677,5980268,98266,92787,56847,48945,18,19,38,43
9149,98,F9670,1,135,68,48,44,41,30,6282116,6254591,6206410,6184118,6131752,5701507,82,641477,6264761,6794354,66.56,66.15,270574,229840,112540,90162,9,10,17,21,42,25,4383846,43,7 + 6 part,52089,88.906,1.028,0,441.68,13,374794,6045803,121152,110413,56093,47660,14,17,32,40
9149,98,F9676,1,134,67,47,43,40,29,6282072,6254425,6206241,6183949,6131704,5701460,81,641477,6264595,6368008,66.56,66.47,270574,270574,122204,122204,9,9,17,17,37,18,3405345,44,6 + 11 part,61579,94.756,1.028,0,446.93,10.64,374938,6038928,147866,147866,63888,58129,13,13,29,31
9149,98,FRD1,1,135,68,48,44,41,30,6282127,6254679,6206495,6184203,6131958,5713188,82,779065,6264849,6712339,66.56,66.09,243105,229910,122204,90545,9,10,18,21,47,24,4417998,42,0 + 9 part,51631,90.022,1.028,0,481.45,14.98,294045,6047663,123609,121735,59657,49713,18,19,35,41
9149,98,H27930,1,133,67,47,43,40,29,6281544,6254384,6206200,6183908,6131663,5712893,81,641477,6264554,6598021,66.56,66.23,270574,229832,137584,112414,9,10,17,19,40,21,4289077,40,7 + 8 part,70924,91.225,1.029,0,475.95,12.09,271194,6023282,123375,113299,56247,50077,16,18,35,40
9149,98,H47921,1,137,69,49,44,41,29,6282383,6254528,6206344,6176035,6123790,5650883,83,748743,6264698,6836415,66.56,66.07,229832,228853,112414,85663,9,10,17,22,60,26,4727185,43,7 + 9 part,52697,86.94,1.045,0,617.41,12.82,362677,5948454,118624,102819,45883,31263,16,19,38,50
9149,98,H5708,1,136,69,49,44,41,29,6282208,6254663,6206479,6176170,6123925,5651027,83,748745,6264833,6351710,66.56,66.5,243105,243105,122204,112561,9,9,17,18,31,19,4083636,42,11 + 12 part,86695,95.047,1.023,0,494.94,11.58,537786,6042153,131837,131837,68242,56998,13,13,29,30
9149,98,idba,0,164,121,99,87,73,43,6271858,6251972,6193547,6111123,5850902,4777291,135,429222,6262190,6264404,66.56,66.56,95862,95862,52559,52559,20,20,42,42,37,30,2930055,39,5 + 15 part,124999,95.491,1.026,0,471,10.6,216095,5987102,70992,70385,38375,38375,27,28,58,58
9149,98,idba_ud,0,174,108,84,73,65,39,6282774,6255065,6195689,6122682,5980638,5040220,123,549968,6266190,6264404,66.56,66.56,118341,118341,63707,63707,16,16,33,33,37,26,3348924,37,6 + 14 part,90900,95.527,1.032,0,472.51,10.59,229210,5989769,71391,71391,42436,42436,26,26,53,53
9149,98,IOMTU_133,1,139,69,49,44,41,27,6283586,6255007,6206823,6176514,6124269,5587915,83,748743,6265177,6897018,66.56,65.98,270585,236357,122204,85663,8,9,16,21,67,30,5379216,54,7 + 11 part,81804,86.078,1.042,0,968.72,19.32,270457,5940196,102301,76991,39661,30362,18,22,44,58
9149,98,LES431,1,136,68,48,44,41,30,6282613,6254734,6206550,6184258,6132013,5701769,82,748744,6264904,6550070,66.56,66.34,229895,229895,112414,90545,9,9,17,19,21,13,2668771,38,1 + 10 part,43769,93.544,1.015,0,407.1,9.04,374939,6132981,170807,140161,79607,70992,12,13,26,29
9149,98,LESB58,1,136,68,48,44,41,30,6282607,6254728,6206544,6184252,6132007,5701763,82,748744,6264898,6601757,66.56,66.3,229895,228853,112414,90162,9,10,17,20,26,18,3009482,37,1 + 10 part,40428,92.8,1.016,0,409.59,8.67,374933,6132249,170807,140161,79607,68929,12,13,26,29
9149,98,M1608,1,138,69,49,44,41,26,6282977,6254760,6206576,6176267,6124022,5538451,83,748742,6264930,6475385,66.56,65.96,271179,271179,122204,90545,8,8,15,17,69,30,5140925,51,10 + 7 part,364210,87.41,1.043,0,953.15,21.18,269545,5664836,92688,81383,32624,28722,20,22,50,55
9149,98,M18,1,135,69,49,44,41,30,6281898,6254738,6206554,6174775,6122530,5701668,83,641477,6264908,6327754,66.56,66.5,270585,270585,112413,107262,9,9,17,18,26,17,3678439,39,10 + 10 part,94500,94.803,1.029,0,438.1,9.4,348555,6003685,163499,163499,59680,59680,13,13,29,29
9149,98,M37351,1,137,68,48,43,40,26,6282989,6254772,6206588,6176279,6124034,5587690,82,748743,6264942,6897231,66.56,65.97,271179,270585,122204,77047,8,9,15,20,76,34,5542085,58,9 + 5 part,55820,86.412,1.042,0,961.13,20.39,269439,5964045,84425,72910,39161,28426,21,25,48,63
9149,98,MTB-1,1,140,69,49,44,41,29,6283240,6254321,6206251,6175942,6123697,5650847,83,641475,6264491,6580038,66.56,66.24,271179,270574,107262,90545,9,10,17,20,55,31,5332400,50,7 + 7 part,55245,90.332,1.045,0,964.55,20.34,322522,5948035,98427,96185,49446,40021,19,20,41,47
9149,98,N17-1,1,133,66,46,41,38,28,6281795,6254316,6206246,6174467,6122222,5745996,80,748745,6264486,6370730,66.56,66.41,286451,271194,170807,140429,8,9,15,16,27,18,3990132,44,5 + 11 part,94927,94.331,1.027,0,437.38,9.04,362677,6015857,170807,170807,72603,70990,12,12,26,28
9149,98,NCGM_1900,1,139,70,50,44,41,27,6282700,6254483,6206299,6166503,6114258,5587427,84,641475,6264653,6814936,66.56,65.98,271179,270585,122204,90162,9,10,16,20,73,30,5596141,50,8 + 11 part,103797,85.739,1.054,0,962.58,19.66,261057,5846583,83119,71454,36749,28417,22,26,50,62
9149,98,NCGM_1984,1,139,70,50,44,41,27,6282700,6254483,6206299,6166503,6114258,5587427,84,641475,6264653,6850954,66.56,65.96,271179,270585,122204,85663,9,10,16,21,73,30,5596141,50,8 + 11 part,103797,85.289,1.054,0,962.59,19.46,261057,5846583,83119,71454,36749,27196,22,26,50,63
9149,98,NCGM257,1,136,68,48,43,40,26,6282355,6254483,6206299,6175990,6123745,5587439,82,748743,6264653,7090694,66.56,65.91,286451,270574,170807,74099,8,10,15,22,64,31,5725186,55,8 + 7 part,65996,83.866,1.042,0,996.24,21.09,260427,5950584,96333,84425,45132,34226,23,27,47,63
9149,98,NCTC10332,1,135,69,49,44,41,29,6281574,6254414,6206230,6175921,6123676,5650758,83,720622,6264584,6316979,66.56,66.52,229832,229832,112414,95875,9,9,17,18,28,14,3271464,47,9 + 11 part,66366,95.409,1.028,0,461.86,12.39,371512,6031650,159858,159858,58154,56168,13,13,29,30
9149,98,PA1,1,136,69,49,44,41,29,6282393,6254908,6206724,6176415,6124170,5651208,83,657236,6265078,6498072,66.56,66.35,236355,236355,112413,91522,9,9,17,19,44,21,4547141,42,10 + 10 part,68214,91.778,1.039,0,524.63,11.28,361074,5968206,102642,101699,56082,50881,18,19,39,42
9149,98,PA1R,1,136,69,49,44,41,28,6282263,6254778,6206594,6176285,6124040,5601851,83,657236,6264948,6309305,66.56,66.29,271194,271194,95900,95900,8,8,17,17,40,16,3808996,46,11 + 13 part,223517,91.129,1.051,0,527.25,11.39,277247,5756307,104385,104385,50881,50881,17,17,39,39
9149,98,PA1RG,1,136,69,49,44,41,29,6282393,6254908,6206724,6176415,6124170,5651208,83,657236,6265078,6500439,66.56,66.34,236355,236355,112413,91522,9,9,17,19,44,20,4276556,43,10 + 10 part,89914,91.749,1.035,0,525.9,11.13,361074,5968338,102642,96377,56082,50881,18,19,39,42
9149,98,PA7,1,228,96,73,66,57,39,6305874,6254440,6197919,6151325,5991562,5345619,112,549968,6266089,6588339,66.56,66.45,133775,131950,77047,70992,13,14,29,32,9,8,280584,9,32 + 55 part,4624367,23.557,1.058,0,3711.85,118.62,82553,1554810,-,,,,,,,
9149,98,PAO1,1,135,69,49,43,40,28,6281527,6254367,6206183,6166387,6114142,5650747,83,748745,6264537,6264404,66.56,66.56,270574,270574,122204,122204,9,9,16,16,38,24,4931558,38,6 + 10 part,80337,95.537,1.033,0,471.71,10.68,362677,5990110,116667,116667,62180,62180,16,16,35,35
9149,98,PAO1_Orsay,1,135,69,49,43,40,28,6281527,6254367,6206183,6166387,6114142,5650747,83,748745,6264537,6276469,66.56,66.54,270574,270574,122204,122204,9,9,16,16,38,24,4925503,36,6 + 12 part,97730,95.352,1.03,0,470.66,10.06,362677,5989432,116667,116667,58263,58263,16,16,35,35
9149,98,RP73,1,136,69,49,44,41,29,6282305,6254771,6206587,6176278,6124033,5651182,83,641477,6264941,6342034,66.56,66.46,269653,269653,107262,107262,9,9,17,17,34,16,4015073,41,11 + 13 part,97184,93.772,1.037,0,474.3,10.86,336981,5952062,115887,115887,58129,56847,18,18,36,37
9149,98,S86968,1,136,69,49,44,41,30,6282149,6254624,6206443,6174664,6122298,5701508,83,641477,6264794,6951288,66.56,66.04,270574,229840,112541,77047,9,10,17,23,59,29,5132499,42,7 + 7 part,76352,85.885,1.037,0,450.63,10.23,294048,5975443,98598,82897,49317,37211,16,20,38,51
9149,98,SCV20265,1,134,68,48,43,40,29,6281560,6254400,6206216,6175907,6123662,5695375,82,641477,6264570,6725183,66.56,66.25,270574,229891,122204,90545,9,10,17,20,42,25,4996933,47,9 + 9 part,60264,89.148,1.035,0,486.46,10.62,362543,5999227,111133,104435,58129,47671,19,21,38,44
9149,98,sga,0,533,267,204,165,97,34,6319911,6248897,6087196,5817619,4616412,2284852,296,129271,6269190,6264404,66.56,66.56,43174,43174,24466,24466,53,53,101,101,28,26,950121,33,10 + 35 part,175691,95.434,1.019,0,468.69,10.29,126518,5995284,38352,38352,21183,21183,57,57,113,113
9149,98,sgvi,0,101,79,60,56,54,40,6289188,6280239,6234316,6204480,6167532,5630511,82,549968,6282147,6264404,66.56,66.56,136169,136169,85783,85783,12,12,27,27,46,28,4133791,44,7 + 4 part,25486,95.659,1.044,0,474.15,10.91,229609,6000821,79061,79061,51606,51606,23,23,46,46
9149,98,SJTD-1,1,136,70,50,44,41,29,6281918,6254758,6206577,6166781,6114415,5651020,84,641477,6264928,6243825,66.56,66.5,270574,270574,112412,112412,9,9,17,17,23,15,3201484,41,9 + 13 part,101252,95.648,1.032,0,472.38,11.07,343526,5977028,167633,167633,71391,72667,13,13,28,27
9149,98,soapdenovo2,0,1332,364,269,189,80,25,6375743,6207429,5967455,5384348,3625103,1711389,402,171093,6234743,6264404,66.56,66.56,29608,29608,15889,15705,62,62,134,136,26,25,720900,35,8 + 36 part,178155,95.048,1.017,0,467.69,10.33,97829,5960300,27287,27287,12782,12698,67,67,151,153
9149,98,T38079,1,136,69,49,45,42,30,6282110,6254585,6206404,6184112,6131746,5652274,83,641477,6264755,6809437,66.56,66.15,270574,229840,107262,85663,9,10,18,22,40,25,4306793,43,7 + 6 part,49380,88.727,1.029,0,441.61,9.96,374794,6046592,123290,110413,56093,47660,13,16,31,39
9149,98,T52373,1,134,68,48,43,40,29,6281662,6254502,6206318,6176009,6123764,5695478,82,641475,6264672,6322459,66.56,66.51,270573,270573,122204,122204,9,9,17,17,31,19,4064753,43,8 + 7 part,52491,95.242,1.032,0,457.77,12.01,336567,6025367,121314,121314,68594,57178,14,14,31,32
9149,98,T63266,1,137,69,49,44,41,29,6282435,6254531,6206347,6176038,6123793,5650943,83,748745,6264701,6456866,66.56,66.33,229895,229895,112414,95875,9,9,17,18,34,23,3725838,37,1 + 5 part,24640,93.662,1.032,0,430.52,10.57,374946,6052612,153436,147866,70590,63888,13,14,29,31
9149,98,UCBPP-PA14,1,139,69,49,44,41,27,6283149,6254644,6206460,6176151,6123906,5587562,83,748743,6264814,6537648,66.56,66.29,270585,269653,122204,90545,8,9,16,18,61,32,5431655,60,9 + 7 part,74764,90.821,1.043,0,988.78,21.64,269439,5942980,96191,92688,43304,39195,20,22,44,49
9149,98,USDA-ARS-USMARC-41639,1,134,68,48,43,40,28,6281538,6254378,6206194,6175885,6123640,5650789,82,748745,6264548,6364583,66.56,66.39,270585,270585,122204,112413,9,9,16,17,46,26,4747784,44,7 + 7 part,53987,94.525,1.032,0,453.33,10.36,368747,6021021,116616,114885,58153,56847,17,18,36,37
9149,98,VA-134,1,136,70,50,45,42,30,6281674,6254514,6206330,6176021,6123776,5655729,84,641477,6264684,6400418,66.56,66.42,229832,228853,107262,90545,9,10,18,19,31,18,4332221,46,10 + 11 part,81641,94.157,1.026,0,452.17,10.39,362677,6031476,119198,119198,58129,55863,15,15,33,35
9149,98,velvet_57,0,174,123,100,87,70,38,6244253,6227484,6171941,6083967,5796054,4620398,132,549184,6234369,6264404,66.59,66.56,99266,99266,47912,47912,19,19,40,40,46,31,3224367,58,9 + 12 part,103756,95.191,1.028,55.55,471.36,11.57,228894,5964783,69073,69073,36418,36418,29,29,60,60
9149,98,velvet_optimiser,0,237,185,153,131,91,39,6287061,6264617,6176935,6024144,5303344,3450046,202,234919,6277315,6264404,66.57,66.56,56604,57707,31809,31823,34,33,71,70,36,30,1813640,47,13 + 19 part,147527,95.522,1.024,76.88,469.06,11.36,229060,5995355,46169,46169,25199,25849,40,40,86,85
9149,98,velvet_parametrized,0,189,134,111,95,75,44,6262281,6244075,6189259,6077466,5705640,4592825,144,263022,6251595,6264404,66.59,66.56,87757,87757,48489,47771,22,22,46,47,38,30,2534538,48,6 + 13 part,115251,95.345,1.027,64.13,470.6,11.15,197475,5977586,69383,69383,35383,35383,29,29,60,60
9149,98,velvet_unknown,0,64438,0,0,0,0,0,8585106,0,0,0,0,0,137,996,83458,6264404,61.37,66.56,594,-,542,-,60,-,97,-,1,1,516,0,17 + 1 part,10265,1.169,1,0,499.9,10.93,996,73178,566,-,515,-,61,-,100,-
9149,98,VRFPA04,1,148,78,58,52,48,33,6283476,6254885,6206701,6170514,6100439,5533111,92,549968,6265055,6818030,66.56,66.48,225456,209474,90489,74099,11,12,22,27,420,50,6029148,154,12 + 10 part,45368,83.507,1.092,0,944.39,27.58,78026,5704518,22341,19497,10245,6800,82,95,186,233
9149,98,W16407,1,134,68,48,43,40,28,6281577,6254417,6206233,6175924,6123679,5650756,82,748743,6264587,6829406,66.56,65.93,270574,229832,122204,85663,9,10,16,21,46,23,4597655,44,6 + 8 part,56883,88.172,1.031,0,463.2,12.06,374946,6026807,122202,114553,54858,42436,16,18,36,44
9149,98,W36662,1,134,67,47,42,39,27,6281893,6254378,6206194,6175885,6123640,5646604,81,812119,6264548,6804266,66.56,66.17,271179,270574,140428,90162,8,9,16,19,49,21,4214021,47,13 + 10 part,66824,87.672,1.039,0,465.4,10.01,374940,5969946,100133,96775,48945,39238,16,19,38,47
9149,98,W45909,1,136,70,50,45,42,30,6281730,6254570,6206386,6176077,6123832,5655785,84,748745,6264740,6803881,66.56,66.25,229840,228853,95913,85663,9,10,18,22,40,21,4033122,43,7 + 9 part,57950,88.192,1.034,0,469.84,11.48,374946,6004388,114553,108922,56908,45098,17,19,36,44
9149,98,W60856,1,131,65,45,41,38,28,6281587,6254427,6206243,6183951,6131706,5746025,79,641477,6264597,6907606,66.56,66.18,271194,270585,170642,90162,9,10,16,20,48,19,4565765,43,7 + 11 part,72632,87.274,1.027,0,453.33,11.21,290023,6032921,107472,96130,53327,47571,17,21,39,48
9149,98,X78812,1,131,65,45,41,38,28,6281797,6254637,6206453,6184161,6131916,5746235,79,812131,6264807,6371121,66.56,66.42,271194,270585,140428,140428,8,9,16,16,29,18,4039796,50,7 + 6 part,45707,95.187,1.026,0,479.22,11.51,375049,6068543,153638,153436,72661,58153,13,14,27,29
9149,98,YL84,1,136,70,50,46,43,31,6281714,6254554,6206370,6184078,6131833,5673331,84,641477,6264724,6433441,66.56,66.43,228853,228853,122204,107262,10,10,18,19,31,20,3227653,42,7 + 7 part,50051,93.785,1.03,0,469.32,10.86,347429,6037584,149602,147866,59657,56767,14,15,30,32
9150,68,12-4-4_59,1,129,67,45,41,38,29,6280442,6254757,6201574,6177017,6130696,5778830,82,504903,6265411,6431911,66.56,66.35,271192,270604,140435,140435,9,10,17,17,32,20,3747082,42,7 + 8 part,53059,93.276,1.035,0,460.23,9.22,439642,6004039,122204,122204,68465,58262,14,14,31,33
9150,68,8380,1,129,66,44,40,37,28,6280896,6254707,6201524,6176967,6130646,5778780,82,812132,6265865,6613260,66.56,66.23,271192,270604,140442,112411,8,9,16,18,34,20,4464203,42,7 + 10 part,89978,90.243,1.035,0,464.86,10.22,362665,5973593,127870,110592,69298,56168,15,17,33,37
9150,68,AES-1R,1,130,66,44,41,39,30,6281179,6254898,6201715,6185132,6151859,5797910,81,504898,6265552,6343337,66.56,66.51,271192,271192,122204,122204,9,9,17,17,28,19,3648896,42,0 + 12 part,84878,95.39,1.021,0,418.5,9.32,362579,6057229,161116,145438,71549,71390,12,13,28,29
9150,68,ATCC_27853,1,141,78,54,47,44,33,6280327,6254138,6197405,6151056,6104564,5667511,94,750472,6265296,6827737,66.56,66.11,212028,209469,95859,85648,10,11,21,26,41,23,3797680,51,10 + 7 part,139846,86.883,1.033,0,451.54,9.27,317990,5939407,100462,98204,55708,44627,17,20,36,44
9150,68,B136-33,1,130,66,44,40,38,28,6281055,6254697,6201514,6176957,6143684,5747201,81,720623,6265351,6421010,66.56,66.42,271177,271177,122204,95857,9,9,16,17,52,26,5453803,50,7 + 13 part,84113,92.792,1.037,0,978.36,20.51,289292,5964373,97724,96333,53478,48783,21,22,42,45
9150,68,BAMCPA07-48,1,132,66,44,41,39,31,6282183,6254947,6201764,6185181,6151908,5842633,82,504903,6266105,7021552,66.56,66.03,271177,228853,122204,85648,9,11,17,23,59,24,5082330,50,10 + 9 part,64375,84.845,1.041,0,967.12,22.91,270558,5963612,94271,83283,50323,34226,21,25,44,58
9150,68,Carb01_63,1,129,66,44,40,37,29,6280878,6254689,6201506,6177600,6131279,5822004,82,504903,6265847,7497593,66.56,65.6,271192,229856,140324,56847,9,11,16,26,60,27,5141160,54,2 + 8 part,37466,80.262,1.035,0,499.36,11.37,320804,6023807,104834,79061,50870,23831,18,25,39,65
9150,68,clc,0,311,136,90,78,66,45,6258392,6196997,6101160,6021858,5789021,5002067,166,400585,6217757,6264404,66.55,66.56,99635,95760,61567,56727,19,20,39,40,40,30,2908405,59,12 + 11 part,119758,94.67,1.028,10.21,470.68,10.79,229713,5933039,68144,68144,38335,37044,27,27,57,58
9150,68,Cu1510,1,135,69,47,43,41,32,6281870,6254812,6201629,6177072,6143799,5791933,84,443244,6265466,6123018,66.56,66.65,236324,236324,122204,135963,10,10,18,17,63,32,5319902,90,11 + 22 part,100354,95.047,1.059,0,947.34,28.39,276974,5822463,84735,85590,40230,47076,21,20,47,44
9150,68,DHS01,1,128,66,44,41,38,30,6280439,6254754,6201571,6184988,6138667,5829392,81,504905,6265408,7055752,66.56,65.76,270604,229856,140324,90162,9,10,16,22,32,17,3743206,41,10 + 10 part,61015,84.264,1.044,0,465.55,9.84,352186,5950590,170720,139583,62182,41035,13,15,29,40
9150,68,DK2,1,131,68,45,41,38,28,6281268,6255079,6200883,6176326,6129468,5734789,84,443245,6266237,6402658,66.56,66.27,286450,271192,170807,140360,9,10,16,17,39,21,4516850,49,12 + 11 part,170051,91.383,1.042,0,477.07,10.51,343477,5856701,139762,136192,58129,54858,14,15,32,34
9150,68,DSM_50071,1,132,70,48,44,42,32,6280729,6255044,6201861,6177304,6144031,5747534,85,443246,6265698,6317050,66.56,66.52,230009,228853,112413,112413,10,11,19,19,28,16,3313642,47,9 + 10 part,74816,95.417,1.027,0,461.68,10.37,365938,6033034,159858,153741,59555,59555,13,14,30,30
9150,68,F22031,1,128,66,44,41,39,30,6280534,6254849,6201666,6185083,6151810,5797918,81,497594,6265503,6603099,66.56,66.22,271192,270604,122204,92739,9,10,16,19,48,23,4302937,53,6 + 7 part,79335,90.647,1.034,0,466.52,10.93,347927,5989963,121152,113299,56175,50650,15,16,34,38
9150,68,F23197,1,130,68,46,42,39,31,6280411,6254726,6201543,6178876,6132555,5823280,83,750472,6265380,6535112,66.56,66.21,270604,270604,112413,110935,9,9,17,18,35,23,4447156,38,2 + 6 part,44801,92.435,1.03,0,506.18,11.97,375096,6046581,124437,119198,69851,59598,16,17,33,36
9150,68,F30658,1,129,67,45,41,38,29,6280516,6254831,6201648,6177742,6131421,5773434,82,504903,6265485,7273258,66.56,65.76,271192,229856,140435,69728,9,11,16,24,50,19,4075721,43,0 + 10 part,45605,83.046,1.03,0,491.66,11.34,370203,6045323,119070,101450,69728,34338,16,20,33,49
9150,68,F63912,1,129,66,43,39,37,28,6281042,6254985,6199275,6174718,6141445,5791977,81,497587,6265639,6641519,66.56,66.23,286450,286450,170807,122204,9,9,15,17,41,20,4847122,43,10 + 10 part,81855,89.997,1.035,0,474.75,10.64,362677,5982019,109654,106259,58129,49811,17,18,36,41
9150,68,F9670,1,130,67,45,40,38,30,6280662,6254473,6201290,6171300,6138027,5828752,83,750472,6265631,6794354,66.56,66.15,270604,229847,140324,90545,9,10,16,20,41,23,4301066,47,8 + 5 part,54889,88.914,1.028,0,442.22,12.98,374979,6047144,123290,116066,69728,53505,13,16,30,37
9150,68,F9676,1,130,67,45,41,39,30,6280927,6254755,6201572,6178905,6145632,5791685,82,812131,6265409,6368008,66.56,66.47,236394,236394,122204,122204,9,9,17,17,38,17,3163019,43,7 + 10 part,65319,94.766,1.027,0,447.33,10.69,375123,6039883,147866,132099,67101,63888,13,14,30,31
9150,68,FRD1,1,131,68,46,42,39,31,6280999,6254810,6201627,6177721,6131400,5822125,84,504903,6265968,6712339,66.56,66.09,260408,260408,122204,112365,10,10,18,20,46,24,4493521,42,0 + 9 part,43491,90.05,1.029,0,482.46,15.07,344276,6049098,123609,121735,62905,51046,17,18,34,40
9150,68,H27930,1,130,68,46,42,39,30,6280257,6254572,6201389,6178722,6132404,5778512,83,750468,6265226,6598021,66.56,66.23,270604,270604,122204,92739,9,9,16,19,42,22,4453779,39,9 + 6 part,63948,91.227,1.03,0,476.36,12.06,271192,6024396,113299,100516,56247,50650,16,18,36,41
9150,68,H47921,1,129,67,45,41,39,30,6280267,6254582,6201399,6176842,6143569,5791703,82,443245,6265236,6836415,66.56,66.07,270604,229856,140324,90545,10,11,17,21,59,24,4691459,42,6 + 9 part,50363,86.956,1.045,0,618.12,12.87,362677,5949358,104385,90545,49317,34539,17,19,39,49
9150,68,H5708,1,130,67,45,40,38,29,6280821,6254751,6201568,6170927,6137654,5785792,82,504903,6265405,6351710,66.56,66.5,271201,270604,140428,140428,9,10,17,17,30,18,4172025,41,11 + 12 part,96170,95.064,1.022,0,494.82,11.26,434805,6043249,131818,131818,70385,68242,13,13,28,29
9150,68,idba,0,161,122,101,85,75,43,6270389,6253189,6190290,6078752,5903857,4693025,134,325563,6261459,6264404,66.56,66.56,91517,91517,48405,48405,22,22,44,44,38,30,2735487,40,6 + 17 part,143728,95.49,1.023,0,472.74,10.73,229357,5987613,68432,68432,37529,37529,27,27,59,59
9150,68,idba_ud,0,176,114,89,74,67,42,6280552,6254867,6195615,6098221,5977310,5003364,129,363520,6265521,6264404,66.56,66.56,120760,120760,62721,62721,18,18,37,37,37,30,3241062,44,6 + 14 part,129561,95.525,1.025,0,473.07,10.76,230809,5991370,74460,74460,41505,41505,24,24,52,52
9150,68,IOMTU_133,1,133,69,47,43,40,29,6281381,6255034,6201851,6177294,6130436,5691074,84,658964,6265688,6897018,66.56,65.98,271177,270604,95857,85648,9,10,17,22,68,31,5377087,55,7 + 10 part,62980,86.076,1.045,0,968.57,19.44,270458,5940790,88797,70992,39661,30162,19,23,46,59
9150,68,LES431,1,127,64,42,39,37,29,6280916,6254727,6201544,6184961,6151688,5842413,80,812131,6265885,6550070,66.56,66.34,271192,270604,140324,122204,8,9,16,17,22,11,2704178,40,3 + 9 part,56346,93.557,1.013,0,406.39,8.83,375124,6133465,170807,140309,89820,74060,12,13,25,28
9150,68,LESB58,1,127,64,42,39,37,29,6280910,6254721,6201538,6184955,6151682,5842407,80,812131,6265879,6601757,66.56,66.3,271192,270604,140324,112470,8,9,16,18,27,16,3060695,39,3 + 7 part,42709,92.816,1.016,0,409.29,8.55,375118,6132990,170807,140161,85652,72661,12,13,25,29
9150,68,M1608,1,137,73,51,46,43,30,6281756,6255393,6202210,6170330,6123472,5593763,88,443243,6266047,6475385,66.56,65.96,236323,236323,95857,92739,10,10,19,20,68,34,5219992,53,8 + 7 part,353352,87.402,1.045,0,953.77,21.22,269546,5666121,92922,82485,32624,30141,20,22,50,55
9150,68,M18,1,129,67,45,42,39,29,6280597,6254912,6201729,6185146,6138288,5741564,82,750473,6265566,6327754,66.56,66.5,270604,270604,122204,112412,9,9,16,17,26,16,3704266,39,9 + 10 part,104030,94.81,1.027,0,438.76,9.47,349053,6004813,163498,163498,70405,63888,13,13,28,29
9150,68,M37351,1,136,72,50,45,42,31,6281717,6255354,6202171,6170291,6123433,5683925,87,443244,6266008,6897231,66.56,65.97,236324,228853,95857,85654,10,11,19,24,76,38,5621143,60,8 + 5 part,49290,86.412,1.043,0,962.31,20.45,269440,5965996,84423,74687,38375,28722,21,25,48,63
9150,68,MTB-1,1,132,68,46,42,39,28,6281758,6255278,6202095,6177538,6130680,5691106,83,720623,6265932,6580038,66.56,66.24,270604,270604,122204,92739,9,9,17,19,56,30,5343598,51,7 + 8 part,57706,90.344,1.044,0,965.33,20.29,322498,5949006,98427,93245,48783,42144,18,20,41,46
9150,68,N17-1,1,129,66,44,40,37,28,6280761,6254736,6201553,6178886,6132028,5779784,81,750473,6265390,6370730,66.56,66.41,286450,271192,170807,140324,8,9,15,16,27,18,3985783,45,5 + 9 part,98656,94.348,1.026,0,438.37,8.97,362677,6017488,170807,170807,74002,72603,12,12,26,27
9150,68,NCGM_1900,1,135,71,49,44,41,30,6281284,6254883,6201700,6171059,6124201,5684902,86,658964,6265537,6814936,66.56,65.98,270604,236325,95857,90162,9,10,18,22,74,30,5413693,49,8 + 10 part,96785,85.726,1.056,0,962.54,19.82,261046,5846700,76903,70385,36749,28417,23,27,51,64
9150,68,NCGM_1984,1,135,71,49,44,41,30,6281284,6254883,6201700,6171059,6124201,5684902,86,658964,6265537,6850954,66.56,65.96,270604,236325,95857,90162,9,10,18,22,75,30,5413693,50,8 + 10 part,96785,85.291,1.056,0,963.08,19.68,261046,5847774,76903,70385,36749,27196,23,27,51,65
